gloss,closs,cfloss,crloss,cploss
283.6964301665624,-59.8235831896464,-113.4158553784713,-78.90617256382635,132.49844311674437
1548.2183837890625,-236.0883961995443,-1361.121787516276,970.4266479492187,154.6067393620809
1919.4527994791667,-191.50993728637695,-1796.7880635579427,1450.6135498046874,154.66457461938262
1526.28955078125,-211.56155598958333,-1593.9301839192708,1246.4822428385417,135.88638504346213
1570.7873942057292,-207.05056864420573,-1524.3946533203125,1184.2285319010418,133.11555163065594
1338.085734049479,-182.76514790852863,-1369.9020345052083,1068.2607259114582,118.8761618932088
1246.2279052734375,-161.02623545328777,-1174.0929321289063,911.0973022460937,101.96939357121784
1124.9069010416665,-144.81295776367188,-1088.7331258138022,858.6824991861979,85.23766851425171
1372.8056640625,-118.50894775390626,-1034.7783955891928,842.5803192138673,73.68912702798843
1601.762980143229,-109.54328104654948,-1752.7266845703123,1580.0298990885417,63.15350453058879
1416.0814208984375,-90.96972147623698,-1404.854353841146,1266.0702473958331,47.81438477834065
1206.6940104166667,-74.30983835856121,-1229.5427897135417,1117.9459106445313,37.28704082965851
1204.1656901041667,-49.654702885945625,-958.1529932657877,883.6895507812501,24.808739403883614
1351.270263671875,-44.30007502237956,-1342.3448404947917,1279.9801513671875,18.064613898595177
1166.7799886067708,-34.92827936808268,-1198.7904622395833,1150.5500325520832,13.312150100866953
1034.982157389323,-30.02208760579427,-990.3270548502605,949.2889689127604,11.01599845290184
1015.2379150390625,-26.905729675292974,-1060.6811767578126,1024.8467081705728,8.928738842407862
743.7381998697916,-23.77453600565592,-992.2356343587239,960.512314860026,7.948783315718174
1144.7715657552083,-23.58927828470866,-1008.370009358724,977.342128499349,7.438602606455484
593.3279724121094,-22.28002103169759,-1014.2716740926107,984.6247978210449,7.3668552438418065
1120.072998046875,-23.049330520629887,-979.1249959309896,949.0113037109377,7.064361761013667
970.3734130859375,-22.243372599283855,-1027.0217163085936,997.5862915039063,7.19205250342687
925.65478515625,-19.328188323974608,-1010.7564046223958,985.5611979166666,5.867018416523933
728.564697265625,-21.265294392903645,-874.5350606282552,847.4142435709637,5.855522354443869
378.5401204427083,-20.254068183898926,-638.6597340901692,611.417758178711,6.987907887746889
1039.2370198567708,-19.89525604248047,-964.3709025065104,938.2552612304689,6.2203853602210675
617.7100575764974,-19.517493438720702,-643.1922561645508,617.9795567830404,5.695206135511398
1616.1343587239583,-17.283382225036622,-1389.4225748697916,1367.1922037760417,4.946988845864932
116.75837198893228,-15.169014930725096,127.5748209635417,-146.3760904947917,3.632254658266902
1497.7998860677083,-15.002128410339354,-1043.1024027506512,1022.8501973470052,5.250076962014039
1549.019327799479,-16.61032829284668,-1421.8180338541665,1400.90546875,4.302236785491308
1356.6431477864583,-16.029331334431966,-1289.1064778645832,1268.0113240559897,5.065822536436221
1653.9677734375,-17.17361348470052,-1691.5208984375,1670.0077636718752,4.339521194497744
1434.4998372395833,-16.858491325378417,-1491.525850423177,1469.8734903971356,4.793868633608024
1206.4370524088542,-17.423914337158205,-1280.5825276692708,1258.2450358072915,4.913577392697334
810.8956883748372,-16.343990643819176,-769.0792330423992,747.3458817799886,5.38936060667038
638.3124186197917,-17.632301076253256,-541.5073048909506,519.6457031250001,4.229300702611605
1181.797587076823,-17.035602569580078,-784.7115885416667,762.4574442545572,5.218541778624059
699.9819742838542,-17.177659797668458,-739.0536051432291,716.8685709635416,5.007374542454878
236.37170410156256,-16.919780985514326,-46.798210652669184,25.408794148763036,4.4696352779865265
1838.6688232421875,-16.82727667490641,-1572.482470703125,1550.72998046875,4.925213490923246
1191.3188883463542,-16.067996088663737,-1386.5216186523437,1365.8493367513022,4.604285657405853
1557.567138671875,-16.813104756673177,-1008.6791788736979,987.2597900390625,4.606284076968829
1903.0035400390625,-15.481215476989746,-1846.1334960937497,1826.0402994791666,4.611981141691407
1245.6063232421875,-15.9621727625529,-1353.9206705729166,1333.6821858723958,4.2763119240601855
1172.2861735026042,-16.806299463907877,-1201.5534505208334,1180.1218017578124,4.625349293152491
1661.604207356771,-15.455852635701497,-1376.195487467448,1356.7816446940103,3.957990003128846
1442.6050008138022,-14.373559697469076,-1276.090817260742,1258.00400390625,3.7132536837210255
1238.3683268229167,-15.06717332204183,-1365.63369140625,1346.7313151041665,3.8352029472589493
1356.9538167317708,-13.61472371419271,-1280.2454264322917,1263.1820068359375,3.448695927858353
-506.7258605957031,-11.550200589497882,318.5227474212646,-333.39447174072257,3.3215236545850835
-876.8556315104167,-12.02741305033366,859.4130381266277,-874.1374816894531,2.6970305182039738
725.3637161254883,-10.757615152994791,-46.42871228655179,33.115361277262366,2.5557358656078577
-464.5286661783854,-8.846194966634116,511.2839833577474,-522.568960316976,2.4387819971889257
921.6336263020834,-9.896572049458822,-637.9553298950195,625.8528689066569,2.205888944367568
466.3387044270833,-9.52968692779541,-471.930620320638,460.26357371012364,2.1373598699768386
581.9962113698323,-8.896872774759927,-424.27201321919756,413.48762944539385,1.8875109205643334
-321.2109832763671,-7.824497191111247,-202.01741358439128,192.00333201090493,2.1895843036472797
659.6686553955078,-7.16719258626302,-40.545132446289074,31.687170410156227,1.6907694824039936
960.9876505533855,-3.328144200642903,-860.466866048177,852.7899861653646,4.348735596363743
13.024414062499943,-7.194812901814779,-470.18000284830737,461.7001993815104,1.2849905441204708
605.0945920944214,-6.912458992004394,-515.9761128743489,507.51594441731766,1.5477094010760388
179.58737436930338,-6.9552370707194004,-388.6246973673503,380.1867405494054,1.4827197392781577
56.75982666015623,-5.693872197469076,142.63943430582682,-149.78633829752602,1.4530317969620228
13.081899007161468,-6.748394552866618,-193.6686201731364,185.2613010803859,1.6589244777957597
-15.495707194010407,-5.642326100667319,-254.3236028035481,247.6347820281983,1.046494704981645
-347.01055908203125,-6.058295345306397,348.1502573649089,-355.42310180664055,1.2145490907132626
153.14724731445312,-6.369831562042236,-330.6097951253255,323.02657623291014,1.213387315471967
381.14540608723956,-6.583777904510498,-206.26342468261714,198.01184310913087,1.6678036724527678
-268.731050491333,-4.5263572057088215,57.16718750000001,-63.25144367218017,1.5578989759087563
-116.58107503255212,-6.526844024658203,-37.53594080607098,29.958566538492846,1.050530175367991
399.9954274495443,-6.070782248179118,-275.9622662862142,268.4226830800374,1.4688009582459927
569.1398620605469,-6.971848519643148,-392.8733187357585,384.7306462605794,1.1708239025125902
-37.271611849466964,-6.670376427968343,-94.07135365804038,85.91316274007158,1.4878144847850006
307.44127400716144,-6.572636286417643,-572.4249809265137,564.5810621897378,1.271282460540533
75.58879597981772,-7.1131855964660655,-234.5062417348226,226.14763133128486,1.245424802104632
290.25534057617176,-7.767289638519287,-353.2217722574869,343.20916137695315,2.245321271320184
-313.10930379231775,-10.84717165629069,427.8577658971151,-440.9947228749593,2.2897851765155792
12.204981486002595,-12.76956386566162,20.139744822184248,-36.40807514190675,3.4987666482726727
-6.972625732421882,-11.762874698638916,-0.7266299565633005,-14.696928914387996,3.6606840988000235
-198.49803161621094,-16.204400825500485,277.82756729125975,-298.9750628153483,4.943094650904338
-213.41173299153644,-16.102389907836915,172.0608149210612,-193.44068450927733,5.2774796187877655
104.99875132242838,-17.961579259236654,42.568080329895004,-65.93500035603842,5.405340413252512
-54.852156003316246,-17.465988540649413,42.55636456807455,-65.33931007385253,5.31695681810379
-159.55487060546875,-17.367413012186688,91.58927828470866,-114.36536827087401,5.408677011728287
51.55020523071288,-18.694376182556155,19.0375963528951,-43.27354647318522,5.54157375295957
-44.764826456705734,-16.796830495198567,70.58335927327474,-92.75778223673503,5.377592504024506
-18.66788991292317,-19.113056437174478,20.140637207031254,-45.28155250549317,6.027858952681223
83.09566879272461,-18.80009047190348,-34.03308690388998,8.832325236002601,6.400671283404033
32.56866137186686,-20.091295623779295,-19.410968716939287,-7.080222288767496,6.399895280599594
-39.370445251464844,-18.766488011678057,4.131753603617349,-29.17350304921468,6.275261372327805
41.53679736455282,-19.787370173136395,-6.967507171630858,-19.404362058639524,6.58449904123942
58.348690032958984,-19.66917279561361,25.002014732360838,-51.08723811705907,6.4160503546396885
-19.178600311279297,-20.717608642578124,35.19719797770182,-62.73252894083659,6.817722419897715
-1.947205225626627,-20.19889132181803,40.255460802714026,-67.05535799662272,6.601005772749583
-64.53482055664062,-18.87230504353841,59.256182988484696,-84.12553838094075,5.997050414482753
6.190062522888184,-20.623014577229817,-0.4078220367431662,-27.17302649617195,6.957833786805471
-14.759668032328287,-20.38791300455729,29.696853892008463,-56.652898220221196,6.5681312084198
-71.55148824055989,-20.7409241994222,39.11570740540822,-66.67365112304687,6.817019581794739
-72.5055300394694,-20.036008199055992,75.54980036417643,-102.00995508829752,6.424146552880604
-68.21898587544759,-20.970602416992186,19.87136891682943,-47.892967136700946,7.050995767116547
-17.050640106201172,-21.244555918375653,39.019260533650716,-67.02604808807374,6.762231667836506
-46.61580340067546,-21.319280751546223,38.72245601812998,-66.68032595316569,6.6385890642801915
-44.39960289001465,-20.624640146891274,46.83644412358602,-74.14849789937338,6.687413305044174
-41.106161991755165,-22.026195907592772,38.38891843159993,-67.44606984456381,7.03095543384552
-46.659619649251304,-20.662755839029945,44.849728155136106,-72.29576372305552,6.783279846111933
-67.33639272054036,-21.177644093831383,25.265528758366905,-53.13798955281575,6.694816867510479
-54.47434647878011,-21.30616912841797,42.6862282594045,-70.7589954694112,6.766598284244537
-6.696438630421957,-21.250244649251304,19.706099796295163,-47.456679344177246,6.500335176785786
-16.662257075309753,-21.940412012736004,21.58500425020854,-50.35113716125488,6.825720489025116
-2.987826029459633,-21.311482747395836,28.085016886393227,-56.195557355880744,6.799057672421137
-10.722486495971681,-21.627687708536786,36.89682483673096,-65.24890327453613,6.7243909041086845
-26.595791498819988,-21.65812390645345,37.868171485265094,-66.25908711751302,6.732791980107626
-51.8906610806783,-21.45551389058431,46.285091559092194,-74.33538970947266,6.594784279664358
-22.068958123524986,-21.444864781697593,22.55271511077881,-50.62308413982391,6.625504354635875
-18.94711971282959,-21.341548029581705,37.72445211410522,-65.61388058662415,6.547880073388418
-34.583305994669594,-20.22328440348307,31.21257389386495,-57.75565232435863,6.3197942078113565
-31.869497299194336,-21.003527959187828,23.801612758636477,-51.297151692708326,6.492010851701101
-71.50197092692056,-20.697730382283527,30.132117414474486,-56.949171479543054,6.119323829809825
-30.697527726491295,-20.5769957224528,26.67078289985657,-53.82880414326986,6.58102542658647
-39.152795155843094,-19.752808125813804,44.947690916061404,-70.72263781229654,6.022138873736063
-39.071918487548835,-20.59801279703776,31.849625583489733,-58.562157440185544,6.114518543084463
-26.01162815093994,-20.57284927368164,40.35278278986613,-66.929798634847,6.004166603088379
-50.238253911336265,-20.44734369913737,37.13705959320068,-63.76339289347331,6.178989628950755
-19.63658587137858,-19.900263214111327,42.59302577972412,-68.50066197713217,6.007372935612997
-36.68923695882162,-20.47422536214193,41.77051035563151,-68.34884312947591,6.1041074593861895
-35.75686264038086,-19.5014155069987,58.77731361389161,-84.15648752848307,5.877758373816809
-49.98732376098633,-20.13485438028971,41.569113667805986,-67.39157307942708,5.687605053186417
-46.18667984008789,-19.575561650594075,62.376122538248694,-87.82548726399739,5.8738028307755785
-59.97592798868815,-19.393724314371745,44.88855717976888,-69.82072168986004,5.53844008843104
-65.97747294108072,-18.50978686014811,48.83038992881775,-72.80132268269857,5.461145559946696
-43.242033640543625,-19.27941411336263,43.10950558980306,-68.01542307535807,5.626503268877665
-44.14435068766276,-18.71125144958496,41.94225940704346,-65.99140701293946,5.3378962973753605
-39.32781346638997,-18.85425567626953,36.661529795328775,-60.786467488606775,5.270682056744893
-30.628740310668945,-18.537176513671874,32.597222646077476,-56.50006688435872,5.365667919317882
-32.29385693868001,-18.462008412679037,40.690818786621094,-64.37865041097005,5.225823243459066
-25.743822256724037,-18.271391423543292,38.49234307607015,-62.15469296773274,5.390958249568939
-48.69780095418294,-18.21579399108887,37.24655469258626,-60.33972803751628,4.877379397551219
-39.72689692179362,-18.307233428955076,28.876201136906943,-52.354121398925784,5.170686662197113
-37.69628143310547,-17.960730234781902,35.320967483520505,-58.27961603800456,4.99791810909907
-42.0501880645752,-17.980725224812826,34.501580746968585,-57.509288406372065,5.026982605457306
-40.55317815144856,-17.45867640177409,32.66576016743978,-54.93075205485026,4.806315789620081
-30.538281122843426,-17.457303873697917,33.697122446695964,-55.893715413411456,4.739289343357086
-32.007158279418945,-16.871280097961424,42.82252292633057,-64.20710703531901,4.513304005066554
-28.92494010925293,-16.998652712504068,32.3222853342692,-53.787485249837246,4.466547081867854
-40.11053466796875,-16.27657725016276,36.701521110534664,-57.43050804138184,4.45240972439448
-43.739959716796875,-16.23912130991618,45.90125350952148,-66.34721196492512,4.2068372170130415
-50.86235809326172,-16.06571896870931,35.00869115193685,-55.334287261962885,4.259877145290375
-25.88624127705892,-16.285401789347333,37.11685485839844,-57.689795939127606,4.287539124488831
-39.64446131388346,-16.068333307902016,34.05513261159261,-54.31645940144857,4.192993452151616
-34.81867599487305,-16.178808975219727,36.92513999938965,-57.339656066894534,4.23570700486501
-32.37170155843099,-16.550501505533855,36.44882685343425,-57.45280303955079,4.453474630912146
-33.4577439626058,-16.02619113922119,30.809786224365233,-50.98613815307618,4.150160749753317
-29.720557530721024,-16.225515683492027,31.9455924987793,-52.458229064941406,4.287120987971623
-31.068965276082356,-15.679469299316406,31.938559214274086,-51.545719909667966,3.9276915589968366
-27.428337732950844,-16.015141359965007,31.734708023071292,-51.88880233764649,4.138953010241191
-39.469788869222,-15.772009277343752,29.28202641805013,-49.127637990315755,4.07360220948855
-33.176259994506836,-15.832187080383303,41.60318431854248,-61.52554448445639,4.090173025925955
-33.126416524251304,-15.806031799316408,40.30813802083333,-60.39943313598633,4.285263220469156
-36.456189473470054,-15.823212369283038,36.65350608825683,-56.31777699788412,3.841058601935705
-29.38393719991048,-15.712051709493,32.10015818277995,-51.843171691894526,4.030961483716965
-40.53936767578125,-15.50587787628174,36.32594502766927,-55.838440958658865,4.006618092457453
-40.877815882364914,-15.192918650309245,39.48095143636068,-58.61854578653971,3.944675614436468
-33.34247334798177,-15.417846107482909,38.578823725382485,-57.853127034505206,3.8564571241537733
-27.85449473063151,-15.174669710795083,36.807945505778,-55.86415049235026,3.8815351327260332
-29.767545064290367,-15.329678789774576,34.12292264302572,-53.354210154215494,3.9016085763772335
-37.66883405049642,-14.968855794270834,36.47386735280355,-55.159295018514,3.7165719370047254
-29.36312484741211,-14.65723107655843,35.56211535135905,-53.82154006958008,3.6021935641765594
-39.547508239746094,-14.673556772867837,42.85705833435059,-61.370568084716794,3.8399529556433354
-29.643174489339195,-14.757143211364745,37.07861646016439,-55.42872365315755,3.5929639836152396
-30.900925318400066,-14.772044754028322,34.48658650716146,-52.876441192626956,3.61780991156896
-36.06404368082682,-15.058640734354654,34.97741495768229,-53.794820404052736,3.7587645649909973
-29.886981964111328,-14.933669980367025,34.63611996968587,-53.282311757405594,3.7125218013922376
-38.9299996693929,-14.573997370402019,43.59671490987142,-61.89504903157551,3.7243367582559586
-39.45192209879558,-14.576941363016765,42.27733357747396,-60.415552266438795,3.5612772901852923
-30.240310668945312,-14.65556723276774,41.38551279703776,-59.699038950602215,3.657958984375
-34.19372812906901,-14.175769933064778,35.82826830546061,-53.418237304687494,3.4141990045706434
-27.152177810668945,-14.268894068400066,36.78288688659668,-54.61613693237304,3.5643561482429504
-25.576219240824383,-14.025871276855469,29.75574620564779,-47.031957753499356,3.2503401041030884
-46.104759216308594,-13.79105135599772,45.9256487528483,-63.08017374674479,3.363473504781723
-32.14509582519531,-13.848275693257651,44.71065241495768,-61.909792582194015,3.3508645445108414
-28.887972831726074,-13.349932225545247,36.81326764424642,-53.42932993570963,3.266130010286967
-38.76456960042318,-13.427098592122395,41.59383824666341,-58.156403350830075,3.1354663968086243
-37.645751953125,-13.243675168355306,35.841332244873044,-52.17279917399088,3.0877917607625327
-37.83005777994792,-13.037775293986002,36.2340150197347,-52.41606241861979,3.1442720840374627
-37.407126108805336,-12.829141426086426,40.61411743164062,-56.529747263590494,3.0864883859952292
-37.54938888549805,-12.600671259562173,40.860730489095054,-56.26842549641927,2.807023723920186
-34.65344429016113,-12.404583358764647,32.82974573771159,-48.10841598510743,2.8740867376327515
-29.202511469523113,-12.513775253295897,37.111683019002285,-52.53507461547851,2.9096164604028063
-32.36712519327799,-12.561784172058104,35.357535425821936,-50.718962860107425,2.7996432185173035
-34.597599029541016,-12.318248430887857,32.45385182698568,-47.53256149291992,2.760461245973905
-41.11461639404297,-12.115198389689128,38.4612133026123,-53.33806215922037,2.7616505424181623
-31.082371393839516,-12.191865730285645,33.296779505411784,-48.2786989847819,2.7900537848472595
-32.89230092366537,-11.782978630065916,32.694074376424155,-47.182160441080725,2.705107475320498
-62.83768526713054,-11.584943707784017,40.18667634328206,-54.50765584309895,2.736035754283269
-40.9835147857666,-12.018643442789713,58.09073588053385,-72.77554448445638,2.666165192921956
-42.1302547454834,-11.927481079101561,46.763832092285156,-61.374420928955075,2.683107803265254
-44.43849245707194,-11.972880172729493,44.854528554280606,-59.490021514892575,2.662612626949946
-46.43849690755208,-11.612891642252603,46.45888748168945,-60.702857462565106,2.631078397234281
-43.15382321675619,-11.810508219401042,40.49591115315756,-55.0418207804362,2.73540128270785
-36.59509404500326,-11.925182978312176,45.90490010579427,-60.5399663289388,2.7098832031091056
-36.090197245279946,-11.765182240804036,36.02604662577311,-50.37968292236329,2.5884541471799216
-34.734424908955894,-11.762055842081708,45.01326058705648,-59.367610677083334,2.5922942409912744
-36.442454020182296,-11.803914642333984,42.14814300537109,-56.52191848754883,2.5698608458042145
-35.482126871744796,-11.513027636210126,37.74731521606445,-51.84006729125976,2.579724316795667
-31.76626968383789,-11.977191352844239,31.556744130452472,-46.15299936930339,2.619063824415207
-21.37073071797689,-11.117071978251138,34.26039110819499,-48.181374613444014,2.8039115207890672
-24.828447341918945,-11.303736241658529,26.379285812377926,-40.17314020792644,2.490118235349655
-22.166146914164226,-11.379735056559245,28.880180486043294,-42.60087458292644,2.340959106882413
-34.9162851969401,-11.490424601236978,34.96627769470214,-49.045177714029954,2.5884753863016767
-32.20565414428711,-11.643022537231445,33.04051062266032,-47.19506861368815,2.5115354855855307
-32.23982365926107,-11.50570011138916,32.185594940185545,-46.18756637573243,2.496271103620529
-44.94044748942057,-11.267831420898437,37.32246068318685,-51.03913892110188,2.448846896489461
-35.58380762736003,-11.651292419433595,39.27316716512044,-53.46925951639811,2.5447999040285745
-36.26009114583333,-11.16857992808024,40.54274876912435,-54.090849812825525,2.3795211166143417
-32.63738886515299,-11.45511271158854,36.27682558695476,-50.26032536824545,2.5283872187137604
-54.321922302246094,-11.342384147644044,40.40246092478435,-54.332350921630855,2.5875057975451154
-38.77093633015951,-10.981398391723634,36.17441495259603,-49.42672449747722,2.270911107460658
-35.25908342997233,-11.37289129892985,41.53594106038411,-55.37305908203125,2.464226648211479
-30.406049728393555,-11.257754770914714,36.767042541503905,-50.51406733194987,2.4892698725064597
-39.226263682047524,-11.29668731689453,36.87686462402343,-50.49751243591309,2.3239607016245523
-25.68468729654948,-10.88012301127116,27.315476926167804,-40.46310132344564,2.2675012722611427
-31.686480204264328,-11.405211385091146,31.278837839762367,-45.16175206502279,2.4777029554049177
-32.810306549072266,-11.3286771774292,35.796683375040686,-49.599613189697266,2.4742526908715563
-21.59598159790039,-11.034740320841472,29.59924443562826,-42.98315327962239,2.349168499310811
-38.225657145182296,-11.095543225606283,29.408954874674478,-42.791022872924806,2.2865248173475266
-24.581857681274414,-11.158950678507487,29.862635167439777,-43.33868255615234,2.317096710205078
-44.75662676493327,-10.989728291829426,38.90696957906087,-52.418198903401695,2.5215011288722353
-28.19644419352214,-11.529748026529948,32.85153834025065,-46.769101969401035,2.387815554936727
-29.784240086873375,-11.005899175008139,27.903810373942058,-41.21774775187174,2.3080382744471235
-32.94386291503906,-10.56517702738444,35.4471892674764,-48.86785748799642,2.85549125323693
-28.146691640218098,-10.836829694112142,39.72312965393067,-52.73453725179036,2.17457780862848
-47.87716738382975,-10.969308153788248,37.873633066813156,-51.07011286417643,2.227171614766121
-38.70907847086588,-11.129805692036946,41.18118947347005,-54.66761881510417,2.3566235204537707
-32.9709669748942,-10.748335393269857,39.799947865804036,-52.763449096679686,2.215165783961614
-25.185117085774742,-10.646627807617188,32.86246636708577,-45.871619415283206,2.3625252644220986
-31.422388712565105,-10.869254048665365,33.108332061767584,-46.084659067789715,2.107072974244754
-34.24443689982097,-10.69919662475586,32.62537167867025,-45.5062213897705,2.1816531320412955
-30.070920308430992,-10.893288866678873,30.891498057047524,-44.10501352945964,2.320226443310579
-40.569601694742836,-10.40622755686442,34.209004465738936,-46.66832758585612,2.0530954549709954
-29.777022679646812,-10.139588673909506,29.34673287073771,-41.7507516225179,2.264430197576682
-35.02026176452637,-10.515639877319336,33.05649426778158,-45.5217970530192,1.9496630181868873
-33.91363843282064,-10.754681650797526,34.107920519510905,-47.09714635213216,2.2345441232124963
-35.215460459391274,-10.27065830230713,28.223061370849607,-40.73459917704265,2.2408794164657593
-18.856813430786133,-10.990150133768717,25.6598653793335,-38.805181884765624,2.155166362722715
-30.186625162760414,-10.47760696411133,32.97248026529948,-45.575315729777024,2.125228300690651
-24.31658363342285,-10.496629651387533,29.228809611002607,-41.95853118896485,2.233091836174329
-17.8289155960083,-10.500479253133138,30.393516794840494,-43.02970453898112,2.1357083717981973
-61.59724044799805,-9.959969584147135,50.65154924392699,-63.01967112223308,2.408152349293232
